,age,c_weight,course,date,field,gender,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,trainerA,trainerB,weight,year
20080101040811,5,+14,芝1500m,8/24(日),札幌,セ,14頭,アサクサブラボー,57.0,荻野琢,97.6,11,8R,藻岩山特別,12,美浦,戸田,492,2008.0
20080101040812,5,+6,芝1500m,8/24(日),札幌,牝,14頭,トーホウカウンター,55.0,小林徹,259.5,14,8R,藻岩山特別,13,栗東,田中章,452,2008.0
20080101040813,3,0,芝1500m,8/24(日),札幌,牡,14頭,ランチボックス,54.0,池添,29.3,9,8R,藻岩山特別,14,栗東,浅見,498,2008.0
20080101040900,4,-4,芝2000m,8/24(日),札幌,牡,11頭,タスカータソルテ,57.0,横山典,12.5,5,9R,札幌記念,1,栗東,藤原英,450,2008.0
20080101040901,5,-2,芝2000m,8/24(日),札幌,牡,11頭,マツリダゴッホ,57.0,蛯名,2.3,1,9R,札幌記念,2,美浦,国枝,478,2008.0
20080101040902,5,0,芝2000m,8/24(日),札幌,牡,11頭,フィールドベアー,57.0,秋山,5.7,3,9R,札幌記念,3,栗東,野村,498,2008.0
20080101040903,6,+8,芝2000m,8/24(日),札幌,牡,11頭,アドマイヤタイトル,57.0,安藤勝,82.6,11,9R,札幌記念,4,栗東,松田博,512,2008.0
20080101040904,4,-4,芝2000m,8/24(日),札幌,牡,11頭,メイショウレガーロ,57.0,岩田,34.0,7,9R,札幌記念,5,美浦,小島太,456,2008.0
20080101040905,3,+12,芝2000m,8/24(日),札幌,牡,11頭,マイネルチャールズ,54.0,松岡,3.4,2,9R,札幌記念,6,美浦,稲葉,466,2008.0
20080101040906,8,0,芝2000m,8/24(日),札幌,牡,11頭,ヴィータローザ,57.0,北村友,54.9,9,9R,札幌記念,7,栗東,橋口,474,2008.0
20080101040907,4,-20,芝2000m,8/24(日),札幌,牡,11頭,マンハッタンスカイ,57.0,四位,12.6,6,9R,札幌記念,8,栗東,浅見,516,2008.0
20080101040908,9,+14,芝2000m,8/24(日),札幌,牡,11頭,シルクフェイマス,57.0,三浦,53.7,8,9R,札幌記念,9,栗東,鮫島,488,2008.0
20080101040909,6,0,芝2000m,8/24(日),札幌,牡,11頭,コンゴウリキシオー,57.0,藤田,9.4,4,9R,札幌記念,10,栗東,山内,506,2008.0
20080101040910,3,+4,芝2000m,8/24(日),札幌,牡,11頭,オリエンタルロック,54.0,武幸,78.3,10,9R,札幌記念,11,栗東,田所秀,482,2008.0
20080101041000,5,-6,ダ1700m,8/24(日),札幌,牡,13頭,フォーリクラッセ,57.0,武幸,3.7,3,10R,羊蹄山特別,1,栗東,安田隆,496,2008.0
20080101041001,5,+2,ダ1700m,8/24(日),札幌,牡,13頭,ケイエスシンケイト,57.0,松田,51.5,10,10R,羊蹄山特別,2,栗東,高橋成,486,2008.0
20080101041002,8,-16,ダ1700m,8/24(日),札幌,牡,13頭,スマートカイザー,57.0,岩田,22.0,7,10R,羊蹄山特別,3,栗東,大久龍,458,2008.0
20080101041003,3,0,ダ1700m,8/24(日),札幌,牡,13頭,トップジャイアンツ,52.0,藤田,3.2,1,10R,羊蹄山特別,4,栗東,山内,484,2008.0
20080101041004,3,+6,ダ1700m,8/24(日),札幌,牡,13頭,ナムラハーン,54.0,武英,24.1,8,10R,羊蹄山特別,5,栗東,福島,488,2008.0
20080101041005,3,+14,ダ1700m,8/24(日),札幌,牡,13頭,シンワラヴ,54.0,梶,15.5,5,10R,羊蹄山特別,6,美浦,田村,494,2008.0
20080101041006,5,-4,ダ1700m,8/24(日),札幌,牡,13頭,バリオン,57.0,菊沢,35.8,9,10R,羊蹄山特別,7,美浦,萩原,460,2008.0
20080101041007,5,0,ダ1700m,8/24(日),札幌,牡,13頭,ダイワレヴアップ,57.0,的場,75.1,11,10R,羊蹄山特別,8,美浦,的場,544,2008.0
20080101041008,5,0,ダ1700m,8/24(日),札幌,牡,13頭,マイネルトラヴェル,57.0,三浦,21.7,6,10R,羊蹄山特別,9,栗東,柴田光,478,2008.0
20080101041009,5,0,ダ1700m,8/24(日),札幌,牡,13頭,インスパイアリング,57.0,小林徹,86.2,12,10R,羊蹄山特別,10,栗東,沖,510,2008.0
20080101041010,4,-6,ダ1700m,8/24(日),札幌,牡,13頭,メイショウカルド,57.0,松岡,3.5,2,10R,羊蹄山特別,11,栗東,岡田,494,2008.0
20080101041011,5,-4,ダ1700m,8/24(日),札幌,セ,13頭,アイアイスピーチ,57.0,鈴来,203.7,13,10R,羊蹄山特別,12,美浦,星野,450,2008.0
20080101041012,5,+4,ダ1700m,8/24(日),札幌,牡,13頭,スズカフェロー,57.0,北村友,8.9,4,10R,羊蹄山特別,13,栗東,武宏,494,2008.0
20080101041100,6,+4,芝2000m,8/24(日),札幌,牡,11頭,サクラオリオン,55.0,松岡,10.6,5,11R,ポプラＳ,1,栗東,池江郎,472,2008.0
20080101041101,4,+2,芝2000m,8/24(日),札幌,牡,11頭,ファストロック,57.5,安藤勝,1.8,1,11R,ポプラＳ,2,美浦,藤沢和,490,2008.0
20080101041102,5,-12,芝2000m,8/24(日),札幌,牡,11頭,イースター,57.5,横山典,8.5,4,11R,ポプラＳ,3,栗東,平田,438,2008.0
20080101041103,5,0,芝2000m,8/24(日),札幌,セ,11頭,ツアーデフォース,54.0,松田,18.4,6,11R,ポプラＳ,4,栗東,松永幹,470,2008.0
20080101041104,8,+8,芝2000m,8/24(日),札幌,牡,11頭,ショートローブス,53.0,北村友,67.7,10,11R,ポプラＳ,5,美浦,相沢,474,2008.0
20080101041105,4,0,芝2000m,8/24(日),札幌,牡,11頭,コーナーストーン,57.0,蛯名,6.1,3,11R,ポプラＳ,6,美浦,国枝,488,2008.0
20080101041106,5,-2,芝2000m,8/24(日),札幌,牝,11頭,サダムアカイカゼ,50.0,三浦,35.6,8,11R,ポプラＳ,7,栗東,鮫島,434,2008.0
20080101041107,5,0,芝2000m,8/24(日),札幌,牡,11頭,トロフィーディール,55.0,藤田,33.7,7,11R,ポプラＳ,8,栗東,森,456,2008.0
20080101041108,5,0,芝2000m,8/24(日),札幌,牡,11頭,アルカライズ,52.0,池添,62.8,9,11R,ポプラＳ,9,美浦,奥平,490,2008.0
20080101041109,5,-8,芝2000m,8/24(日),札幌,牡,11頭,インベスター,56.0,岩田,5.6,2,11R,ポプラＳ,10,美浦,萩原,580,2008.0
20080101041110,7,+2,芝2000m,8/24(日),札幌,セ,11頭,ワンダードリーム,53.0,的場,122.3,11,11R,ポプラＳ,11,美浦,阿部,456,2008.0
20080101041200,4,-8,芝1200m,8/24(日),札幌,牝,16頭,アドマイヤプルート,55.0,安藤勝,2.6,1,12R,３歳上５００万下,1,栗東,中尾秀,450,2008.0
20080101041201,3,0,芝1200m,8/24(日),札幌,牝,16頭,レディハニー,49.0,▲丸田,15.1,6,12R,３歳上５００万下,2,美浦,久保田,468,2008.0
20080101041202,3,+6,芝1200m,8/24(日),札幌,牝,16頭,ラヴァーズテーラー,52.0,松岡,30.7,10,12R,３歳上５００万下,3,栗東,平田,442,2008.0
20080101041203,3,-2,芝1200m,8/24(日),札幌,牝,16頭,メジロアースラ,52.0,横山典,4.5,2,12R,３歳上５００万下,4,栗東,田島,472,2008.0
20080101041204,4,+8,芝1200m,8/24(日),札幌,牝,16頭,テイエムオペレッタ,55.0,小林徹,38.1,12,12R,３歳上５００万下,5,栗東,五十嵐,482,2008.0
20080101041205,4,-8,芝1200m,8/24(日),札幌,牡,16頭,ライトグローリー,57.0,岩田,17.7,7,12R,３歳上５００万下,6,栗東,北出,474,2008.0
20080101041206,3,+4,芝1200m,8/24(日),札幌,牡,16頭,ノボディーヴォ,54.0,蛯名,97.1,15,12R,３歳上５００万下,7,美浦,西塚,482,2008.0
20080101041207,4,+6,芝1200m,8/24(日),札幌,牝,16頭,ディスパージョン,55.0,藤田,6.2,3,12R,３歳上５００万下,8,美浦,高市,472,2008.0
20080101041208,4,-8,芝1200m,8/24(日),札幌,牝,16頭,フェスティヴマロン,55.0,池添,34.9,11,12R,３歳上５００万下,9,栗東,岡田,462,2008.0
20080101041209,3,-2,芝1200m,8/24(日),札幌,牝,16頭,メヌエットシチー,49.0,▲荻野琢,13.4,5,12R,３歳上５００万下,10,栗東,佐々晶,446,2008.0
20080101041210,5,+8,芝1200m,8/24(日),札幌,牝,16頭,ギブミーアチャンス,55.0,菊沢,28.5,9,12R,３歳上５００万下,11,美浦,石栗,458,2008.0
20080101041211,3,+10,芝1200m,8/24(日),札幌,牝,16頭,レジェルマン,52.0,長谷川,88.4,14,12R,３歳上５００万下,12,栗東,柴田見,476,2008.0
20080101041212,4,-2,芝1200m,8/24(日),札幌,牡,16頭,ネバーチェンジ,57.0,武幸,48.4,13,12R,３歳上５００万下,13,栗東,鹿戸明,486,2008.0
20080101041213,5,+8,芝1200m,8/24(日),札幌,牡,16頭,アトス,55.0,△三浦,124.1,16,12R,３歳上５００万下,14,美浦,内藤,440,2008.0
20080101041214,4,+14,芝1200m,8/24(日),札幌,牝,16頭,ハギノルチェーレ,55.0,四位,11.9,4,12R,３歳上５００万下,15,栗東,松永幹,482,2008.0
20080101041215,3,+22,芝1200m,8/24(日),札幌,牝,16頭,ユキノサッシュ,52.0,秋山,26.0,8,12R,３歳上５００万下,16,栗東,羽月,416,2008.0
20080101050100,2,-2,ダ1000m,8/30(土),札幌,牡,8頭,リッカアリュール,54.0,岩田,17.6,4,1R,２歳未勝利,1,栗東,鶴留,464,2008.0
20080101050101,2,+10,ダ1000m,8/30(土),札幌,牡,8頭,トーセンモンローズ,54.0,安藤勝,7.1,3,1R,２歳未勝利,2,美浦,成島,508,2008.0
20080101050102,2,+8,ダ1000m,8/30(土),札幌,牡,8頭,ディアテクノバトル,51.0,▲丸田,3.1,2,1R,２歳未勝利,3,美浦,高橋裕,504,2008.0
20080101050103,2,-6,ダ1000m,8/30(土),札幌,牡,8頭,ババロア,54.0,武幸,21.0,5,1R,２歳未勝利,4,栗東,浅見,466,2008.0
20080101050104,2,-2,ダ1000m,8/30(土),札幌,牡,8頭,ゼットホーオー,53.0,☆三浦,21.2,6,1R,２歳未勝利,5,栗東,山内,452,2008.0
20080101050105,2,+2,ダ1000m,8/30(土),札幌,牡,8頭,コード,51.0,▲荻野琢,168.0,8,1R,２歳未勝利,6,美浦,高松,468,2008.0
20080101050106,2,0,ダ1000m,8/30(土),札幌,牝,8頭,ワンダープリマ,54.0,小林徹,34.4,7,1R,２歳未勝利,中止,栗東,佐藤正,450,2008.0
20080101050107,2,0,ダ1000m,8/30(土),札幌,牝,8頭,メリュジーヌ,54.0,四位,1.7,1,1R,２歳未勝利,失格,栗東,昆,442,2008.0
20080101050200,2,-2,芝1200m,8/30(土),札幌,牝,6頭,ラブチャーミー,54.0,秋山,16.1,5,2R,２歳未勝利,1,栗東,須貝彦,444,2008.0
20080101050201,2,+18,芝1200m,8/30(土),札幌,牝,6頭,テイエムオーロラ,54.0,池添,3.0,2,2R,２歳未勝利,2,栗東,五十嵐,452,2008.0
20080101050202,2,-4,芝1200m,8/30(土),札幌,牝,6頭,ワニタレスタリ,54.0,横山典,1.6,1,2R,２歳未勝利,3,美浦,境征,466,2008.0
20080101050203,2,0,芝1200m,8/30(土),札幌,牝,6頭,キリエ,54.0,藤岡佑,7.8,3,2R,２歳未勝利,4,栗東,池江郎,392,2008.0
20080101050204,2,+2,芝1200m,8/30(土),札幌,牝,6頭,ハニーインチーフ,54.0,大野,74.2,6,2R,２歳未勝利,5,美浦,松永康,430,2008.0
20080101050205,2,0,芝1200m,8/30(土),札幌,牝,6頭,ラストダンス,53.0,☆北村友,12.3,4,2R,２歳未勝利,6,栗東,岩元,462,2008.0
20080101050300,3,+6,ダ1000m,8/30(土),札幌,牝,12頭,アムネリス,53.0,☆的場,2.9,2,3R,３歳未勝利,1,美浦,本郷,468,2008.0
20080101050301,3,-2,ダ1000m,8/30(土),札幌,牡,12頭,コウヨウサルート,55.0,☆三浦,1.9,1,3R,３歳未勝利,2,美浦,菅原,534,2008.0
20080101050302,3,+10,ダ1000m,8/30(土),札幌,牝,12頭,アメリカンヒロイン,54.0,津村,19.8,5,3R,３歳未勝利,3,美浦,石栗,454,2008.0
20080101050303,3,+22,ダ1000m,8/30(土),札幌,牝,12頭,ピーカブー,54.0,横山典,9.9,3,3R,３歳未勝利,4,美浦,大江原,448,2008.0
20080101050304,3,+4,ダ1000m,8/30(土),札幌,牝,12頭,ヒマワリスマイル,54.0,武幸四,69.2,9,3R,３歳未勝利,5,栗東,本田,440,2008.0
20080101050305,3,0,ダ1000m,8/30(土),札幌,牝,12頭,ラバーズトウショウ,51.0,▲丸田,58.6,8,3R,３歳未勝利,6,美浦,小笠,456,2008.0
20080101050306,3,0,ダ1000m,8/30(土),札幌,牡,12頭,シンメトリーアート,55.0,☆北村友,24.9,7,3R,３歳未勝利,7,栗東,崎山,476,2008.0
20080101050307,3,+2,ダ1000m,8/30(土),札幌,牝,12頭,マヤノアンズ,54.0,松田,13.3,4,3R,３歳未勝利,8,栗東,梅内,438,2008.0
20080101050308,3,+2,ダ1000m,8/30(土),札幌,牡,12頭,ボイスオブゴッド,56.0,長谷川,134.4,11,3R,３歳未勝利,9,栗東,西浦,458,2008.0
20080101050309,3,+6,ダ1000m,8/30(土),札幌,牝,12頭,カシマジュリアン,54.0,鈴来,221.4,12,3R,３歳未勝利,10,美浦,佐藤全,418,2008.0
20080101050310,3,+4,ダ1000m,8/30(土),札幌,牡,12頭,エイトスター,56.0,岩田,23.7,6,3R,３歳未勝利,11,美浦,南田,514,2008.0
20080101050311,3,-2,ダ1000m,8/30(土),札幌,牝,12頭,テイクシックス,54.0,菊沢,116.5,10,3R,３歳未勝利,12,美浦,天間,454,2008.0
20080101050400,2,0,芝1500m,8/30(土),札幌,牡,12頭,メイショウイエミツ,54.0,藤田,10.9,5,4R,２歳新馬,1,栗東,安田伊,506,2008.0
20080101050401,2,0,芝1500m,8/30(土),札幌,牡,12頭,ナンヨーアイドル,54.0,安藤勝,2.7,1,4R,２歳新馬,2,栗東,領家,468,2008.0
20080101050402,2,0,芝1500m,8/30(土),札幌,牡,12頭,トップゾーン,54.0,池添,31.7,11,4R,２歳新馬,3,栗東,境直,454,2008.0
20080101050403,2,0,芝1500m,8/30(土),札幌,牝,12頭,コスモクリスタル,54.0,津村,7.5,4,4R,２歳新馬,4,栗東,田所秀,466,2008.0
20080101050404,2,0,芝1500m,8/30(土),札幌,牝,12頭,ウメムスメ,54.0,四位,19.8,9,4R,２歳新馬,5,美浦,田中清,476,2008.0
20080101050405,2,0,芝1500m,8/30(土),札幌,牡,12頭,ヒカルジョディー,54.0,秋山,13.7,7,4R,２歳新馬,6,栗東,中尾秀,470,2008.0
20080101050406,2,0,芝1500m,8/30(土),札幌,牡,12頭,サトノミラクル,53.0,☆的場,11.3,6,4R,２歳新馬,7,美浦,的場,478,2008.0
20080101050407,2,0,芝1500m,8/30(土),札幌,牝,12頭,タツオーラ,54.0,岩田,6.2,2,4R,２歳新馬,8,美浦,高市,478,2008.0
20080101050408,2,0,芝1500m,8/30(土),札幌,牝,12頭,アンディーフロイデ,54.0,武幸,6.3,3,4R,２歳新馬,9,栗東,安田隆,444,2008.0
20080101050409,2,0,芝1500m,8/30(土),札幌,牡,12頭,フィータス,54.0,大野,16.1,8,4R,２歳新馬,10,美浦,菅原,440,2008.0
20080101050410,2,0,芝1500m,8/30(土),札幌,牝,12頭,マッキーアイアン,54.0,梶,132.8,12,4R,２歳新馬,11,栗東,梅田康,446,2008.0
20080101050411,2,0,芝1500m,8/30(土),札幌,牡,12頭,ザバトルクラシック,54.0,横山典,27.9,10,4R,２歳新馬,12,栗東,矢作,482,2008.0
20080101050500,3,0,ダ1700m,8/30(土),札幌,牝,13頭,ラクシュミーギャル,54.0,藤田,5.2,2,5R,３歳未勝利,1,栗東,清水出,494,2008.0
20080101050501,3,-2,ダ1700m,8/30(土),札幌,牡,13頭,ホクセツマウンテン,55.0,☆北村友,11.5,6,5R,３歳未勝利,2,栗東,宮本,448,2008.0
20080101050502,3,+14,ダ1700m,8/30(土),札幌,牡,13頭,プリンチパーレ,55.0,☆三浦,8.1,4,5R,３歳未勝利,3,栗東,中竹,526,2008.0
20080101050503,3,+2,ダ1700m,8/30(土),札幌,牡,13頭,バーチャルウォーズ,53.0,▲丸田,6.3,3,5R,３歳未勝利,4,美浦,宗像,476,2008.0
20080101050504,3,+2,ダ1700m,8/30(土),札幌,牝,13頭,プルチェラ,54.0,五十冬,74.6,10,5R,３歳未勝利,5,栗東,岡田,444,2008.0
20080101050505,3,0,ダ1700m,8/30(土),札幌,牡,13頭,スカイラプター,56.0,大野,44.2,9,5R,３歳未勝利,6,美浦,鈴木勝,470,2008.0
20080101050506,3,+6,ダ1700m,8/30(土),札幌,牝,13頭,デルマビーナス,54.0,藤岡佑,2.3,1,5R,３歳未勝利,7,栗東,作田,450,2008.0
20080101050507,3,0,ダ1700m,8/30(土),札幌,牝,13頭,アドマイヤワイド,54.0,岩田,8.8,5,5R,３歳未勝利,8,栗東,橋田,450,2008.0
20080101050508,3,-2,ダ1700m,8/30(土),札幌,牡,13頭,メイショウエビス,56.0,千田,111.1,12,5R,３歳未勝利,9,栗東,増本,482,2008.0
20080101050509,3,+4,ダ1700m,8/30(土),札幌,牡,13頭,ベートーヴェン,56.0,郷原,100.2,11,5R,３歳未勝利,10,美浦,蛯名,492,2008.0
20080101050510,3,-4,ダ1700m,8/30(土),札幌,牝,13頭,ホッカイドゥムカ,54.0,古川,25.6,7,5R,３歳未勝利,11,美浦,土田,506,2008.0
20080101050511,3,+6,ダ1700m,8/30(土),札幌,牡,13頭,ユウターボーイ,56.0,武幸四,31.8,8,5R,３歳未勝利,12,栗東,佐藤正,428,2008.0
20080101050512,3,+12,ダ1700m,8/30(土),札幌,牡,13頭,トウショウジェイド,56.0,宮崎光,129.6,13,5R,３歳未勝利,13,美浦,浅野,478,2008.0
20080101050600,3,+2,芝2000m,8/30(土),札幌,牝,16頭,ダッシュアキチャン,54.0,岩田,2.0,1,6R,３歳未勝利,1,美浦,内藤,434,2008.0
20080101050601,3,+6,芝2000m,8/30(土),札幌,牡,16頭,ニューヨーカー,55.0,☆北村友,6.1,3,6R,３歳未勝利,2,美浦,和田,458,2008.0
20080101050602,3,-8,芝2000m,8/30(土),札幌,牡,16頭,シンボリザックス,56.0,津村,28.7,8,6R,３歳未勝利,3,美浦,岩戸,520,2008.0
20080101050603,3,-4,芝2000m,8/30(土),札幌,牝,16頭,アストレアピース,54.0,横山典,5.4,2,6R,３歳未勝利,4,美浦,鈴木伸,402,2008.0
20080101050604,3,+2,芝2000m,8/30(土),札幌,牡,16頭,ローランブロウ,56.0,武英,57.6,11,6R,３歳未勝利,5,美浦,河野,504,2008.0
20080101050605,3,0,芝2000m,8/30(土),札幌,牝,16頭,ミネルヴァアイ,54.0,藤岡佑,50.3,10,6R,３歳未勝利,6,栗東,庄野,414,2008.0
20080101050606,3,-2,芝2000m,8/30(土),札幌,牡,16頭,タイセイボナンザ,55.0,☆三浦,14.3,4,6R,３歳未勝利,7,美浦,菊川,474,2008.0
20080101050607,3,+24,芝2000m,8/30(土),札幌,牝,16頭,タツキセキ,54.0,五十冬,43.1,9,6R,３歳未勝利,8,美浦,高市,494,2008.0
20080101050608,3,+24,芝2000m,8/30(土),札幌,牝,16頭,ナナツダチ,54.0,斉藤正,76.9,13,6R,３歳未勝利,9,美浦,杉浦,490,2008.0
20080101050609,3,0,芝2000m,8/30(土),札幌,牝,16頭,ジェイケイクリス,54.0,藤田,23.9,7,6R,３歳未勝利,10,美浦,坂本,466,2008.0
20080101050610,3,+10,芝2000m,8/30(土),札幌,セ,16頭,ショウナンガーベ,53.0,▲丸田,14.7,5,6R,３歳未勝利,11,美浦,二ノ宮,450,2008.0
20080101050611,3,-8,芝2000m,8/30(土),札幌,牡,16頭,ゴールドバルザック,56.0,武幸,15.9,6,6R,３歳未勝利,12,栗東,松永幹,492,2008.0
20080101050612,3,0,芝2000m,8/30(土),札幌,牝,16頭,オジジアンクリス,54.0,四位,61.0,12,6R,３歳未勝利,13,美浦,阿部,414,2008.0
20080101050613,3,-10,芝2000m,8/30(土),札幌,牝,16頭,スズシルフ,54.0,松田,183.6,16,6R,３歳未勝利,14,美浦,本間,396,2008.0
20080101050614,3,0,芝2000m,8/30(土),札幌,セ,16頭,ニシノグレキング,56.0,宮崎光,87.6,14,6R,３歳未勝利,15,美浦,武藤,458,2008.0
20080101050615,3,0,芝2000m,8/30(土),札幌,牝,16頭,シャトーノワール,51.0,▲荻野琢,143.0,15,6R,３歳未勝利,16,栗東,松田博,446,2008.0
20080101050700,4,+2,ダ1700m,8/30(土),札幌,牝,13頭,ニシノナデシコ,55.0,藤田,11.7,4,7R,３歳上５００万下,1,美浦,武藤,458,2008.0
20080101050701,5,+10,ダ1700m,8/30(土),札幌,牝,13頭,ミンナシアワセ,55.0,古川,83.4,9,7R,３歳上５００万下,2,美浦,土田,488,2008.0
20080101050702,4,+10,ダ1700m,8/30(土),札幌,牝,13頭,ブリュンヒルト,54.0,☆三浦,3.8,2,7R,３歳上５００万下,3,栗東,加用,446,2008.0
20080101050703,4,-28,ダ1700m,8/30(土),札幌,牝,13頭,ハニーフラッグ,52.0,▲荻野琢,128.4,11,7R,３歳上５００万下,4,栗東,須貝彦,470,2008.0
20080101050704,3,-2,ダ1700m,8/30(土),札幌,牝,13頭,ドンダケー,52.0,横山典,18.6,5,7R,３歳上５００万下,5,美浦,萱野,446,2008.0
20080101050705,4,+10,ダ1700m,8/30(土),札幌,牝,13頭,ワキノドライバー,55.0,岩田,22.6,7,7R,３歳上５００万下,6,栗東,角居,480,2008.0
20080101050706,5,-2,ダ1700m,8/30(土),札幌,牝,13頭,スズカゲラン,55.0,河北,224.1,12,7R,３歳上５００万下,7,栗東,小野,464,2008.0
20080101050707,4,-2,ダ1700m,8/30(土),札幌,牝,13頭,タガノレイヤード,55.0,安藤勝,21.8,6,7R,３歳上５００万下,8,栗東,松田博,486,2008.0
20080101050708,3,-18,ダ1700m,8/30(土),札幌,牝,13頭,サウスエンピリカル,52.0,菊沢,10.6,3,7R,３歳上５００万下,9,栗東,藤原英,438,2008.0
20080101050709,4,-4,ダ1700m,8/30(土),札幌,牝,13頭,ビートマイハート,52.0,▲丸田,255.7,13,7R,３歳上５００万下,10,美浦,松永康,476,2008.0
20080101050710,3,-6,ダ1700m,8/30(土),札幌,牝,13頭,メジロアリエル,52.0,長谷川,24.5,8,7R,３歳上５００万下,11,美浦,大久洋,440,2008.0
20080101050711,4,0,ダ1700m,8/30(土),札幌,牝,13頭,イエロープリマ,55.0,武幸,111.6,10,7R,３歳上５００万下,12,美浦,中野栄,412,2008.0
20080101050712,3,+10,ダ1700m,8/30(土),札幌,牝,13頭,テイエムクロカミ,52.0,池添,1.7,1,7R,３歳上５００万下,13,栗東,柴田見,480,2008.0
20080101050800,4,+4,ダ1700m,8/30(土),札幌,牡,13頭,ナムラマハラジャ,57.0,北村浩,8.9,5,8R,３歳上５００万下,1,栗東,中村,488,2008.0
20080101050801,4,+4,ダ1700m,8/30(土),札幌,牡,13頭,ギンギラギン,56.0,☆北村友,24.5,8,8R,３歳上５００万下,2,栗東,音無,490,2008.0
20080101050802,6,-4,ダ1700m,8/30(土),札幌,牡,13頭,ラガーチトセオー,57.0,安藤勝,5.8,3,8R,３歳上５００万下,3,栗東,大久龍,466,2008.0
20080101050803,3,+4,ダ1700m,8/30(土),札幌,牡,13頭,ファイナルジャッジ,54.0,松田,15.2,7,8R,３歳上５００万下,4,栗東,五十嵐,462,2008.0
20080101050804,4,+10,ダ1700m,8/30(土),札幌,牡,13頭,エアシャムス,57.0,藤岡佑,3.3,2,8R,３歳上５００万下,5,美浦,伊藤正,516,2008.0
